시도명,새누리당 박근혜,민주통합당 문재인,무소속 박종선,무소속 김소연,무소속 강지원,무소속 김순자
경기도,1756,2072,1,0,5,3
경기도,1649,1928,0,2,9,4
경기도,1476,1525,1,1,6,1
경기도,1230,1452,0,1,6,1
경기도,1714,1880,2,3,5,1
경기도,832,890,0,2,6,0
경기도,986,1055,1,0,3,2
경기도,1051,1245,0,4,4,3
경기도,925,884,0,2,0,1
경기도,1015,983,0,0,2,3
경기도,1385,1440,0,5,4,6
경기도,1091,1128,4,3,5,5
경기도,1201,1406,0,1,4,1
경기도,1242,1373,1,1,3,0
경기도,803,978,0,1,2,2
경기도,1065,1166,0,0,5,0
경기도,718,1071,0,3,0,1
경기도,1161,1361,1,2,3,2
경기도,1274,1634,0,1,3,1
경기도,915,1158,0,1,3,2
경기도,1136,1386,1,2,0,2
경기도,1440,1648,2,0,2,4
경기도,1731,1995,1,1,4,1
경기도,970,1100,0,0,4,5
경기도,1104,1418,0,1,2,0
경기도,1254,1455,0,2,8,0
경기도,1348,1585,0,2,3,4
경기도,927,1147,0,1,2,3
경기도,1021,1323,1,1,3,2
경기도,605,787,1,0,3,4
경기도,674,846,1,0,3,5
경기도,1606,1854,2,3,4,3
경기도,1318,1449,0,0,3,3
경기도,1578,1815,2,1,4,1
경기도,1450,1799,0,0,2,6
경기도,992,1062,1,0,3,3
경기도,925,1239,0,0,2,3
경기도,1068,1407,0,0,2,2
경기도,655,789,0,0,1,3
경기도,1266,1461,1,0,3,1
경기도,1002,1133,0,2,0,2
경기도,988,1034,0,0,3,1
경기도,855,829,0,1,3,3
경기도,1017,1061,0,1,1,1
경기도,816,849,0,3,0,4
경기도,1579,1620,1,0,10,6
경기도,1123,1305,1,3,6,5
경기도,1345,1548,0,1,1,4
경기도,1233,1278,0,0,3,3
경기도,1351,1429,1,0,5,3
경기도,1660,1932,0,2,4,2
경기도,1764,1746,0,1,8,3
경기도,915,949,0,0,3,2
경기도,1019,1140,0,2,5,1
경기도,1394,1649,0,0,8,3
경기도,1352,1773,1,1,4,3
경기도,355,507,0,2,3,1
경기도,1677,1399,0,1,4,3
경기도,1443,1390,0,0,14,0
경기도,1600,1005,0,0,5,2
경기도,1253,1578,0,1,4,2
경기도,1519,1393,0,0,2,2
경기도,1292,1568,1,0,9,0
경기도,1299,878,0,2,8,0
경기도,1342,819,0,1,5,3
경기도,1061,1174,0,0,9,0
경기도,899,844,0,1,6,1
경기도,1507,876,0,2,11,0
경기도,1318,886,1,0,3,1
경기도,1668,939,0,0,11,3
경기도,901,637,0,1,3,2
경기도,1548,1261,0,1,8,1
경기도,1556,1206,0,0,15,0
경기도,1400,1809,0,1,9,1
경기도,1400,1096,0,0,5,2
경기도,1685,873,0,0,4,0
경기도,2128,1566,1,0,9,0
경기도,1428,2032,1,2,7,1
경기도,1289,1534,1,1,5,1
경기도,2133,950,0,0,11,1
경기도,1428,855,1,0,7,0
경기도,2648,901,1,2,7,3
경기도,1841,1409,0,0,6,1
경기도,1649,563,0,0,9,0
경기도,667,941,0,2,2,2
경기도,889,1404,0,1,7,1
경기도,843,762,2,1,4,6
경기도,869,1064,0,1,3,1
경기도,905,861,0,0,7,0
경기도,1417,811,0,1,6,3
경기도,1897,1891,0,2,3,2
경기도,1261,1526,0,1,6,1
경기도,2098,1508,0,3,9,0
경기도,1712,1785,0,0,7,2
경기도,2232,1448,0,1,6,0
경기도,2036,1651,0,2,7,1
경기도,1646,916,1,0,5,0
경기도,2185,1369,0,1,10,0
경기도,913,1045,0,1,4,2
경기도,1910,1335,1,0,13,1
경기도,1752,1284,0,1,10,5
경기도,1380,1652,1,1,8,2
경기도,1443,1537,0,0,10,3
경기도,2325,1427,2,1,6,2
경기도,1631,1194,1,0,8,1
경기도,1285,920,0,1,9,1
경기도,1499,1268,0,0,5,2
경기도,1059,1085,0,0,4,1
경기도,1658,1452,3,4,7,3
경기도,1562,1017,1,1,3,0
경기도,1872,1172,1,1,6,2
경기도,2153,1362,1,0,9,2
경기도,1021,930,0,0,5,1
경기도,1792,1501,0,2,10,3
경기도,1297,1098,0,1,5,3
경기도,1049,1217,0,0,4,1
경기도,973,992,1,1,7,2
경기도,1790,982,1,0,8,0
경기도,2304,1406,2,1,7,2
경기도,1718,1278,1,0,9,1
경기도,1054,1088,0,1,6,3
경기도,1544,1944,3,2,11,5
경기도,1359,1674,1,0,4,2
경기도,1452,1963,1,2,2,3
경기도,1266,1295,1,1,5,5
경기도,991,1162,0,1,4,2
경기도,1325,1373,0,1,3,1
경기도,1132,1642,2,0,4,1
경기도,1421,1483,0,1,1,2
경기도,1585,1292,1,0,9,3
경기도,1223,1282,3,0,5,5
경기도,1958,1327,1,1,10,2
경기도,882,1010,1,0,3,1
경기도,1686,1304,0,0,7,0
경기도,1449,732,0,1,2,3
경기도,1206,1170,0,1,4,1
경기도,1205,1630,0,1,9,2
경기도,804,752,0,0,1,1
경기도,1686,645,0,0,4,0
경기도,1537,1540,1,0,10,2
경기도,1400,1070,0,2,8,2
경기도,1509,1435,0,1,5,5
경기도,1469,1545,2,2,5,5
경기도,1520,1768,0,0,9,4
경기도,1816,1896,0,3,10,1
경기도,1120,767,2,1,9,1
경기도,1042,1167,1,2,6,2
경기도,1287,1451,0,0,5,4
경기도,1898,1574,0,0,13,4
경기도,1982,1453,0,2,10,3
경기도,1432,1748,2,1,3,5
경기도,1681,2105,1,0,10,0
경기도,1270,1507,1,1,8,1
경기도,1542,1940,0,3,4,2
경기도,1955,1954,1,3,6,5
경기도,1654,1801,1,1,12,0
경기도,1274,1548,0,1,12,4
경기도,1217,1215,2,1,5,0
경기도,869,701,0,0,3,2
경기도,1337,1160,0,1,9,1
경기도,1216,1067,1,1,7,6
경기도,695,934,0,2,2,2
경기도,2000,1804,0,0,9,0
경기도,1564,1062,1,1,4,1
경기도,1246,864,1,0,2,3
경기도,1407,1072,0,0,1,0
경기도,877,739,0,1,1,2
경기도,1255,1007,1,2,3,3
경기도,1406,1498,0,2,4,2
경기도,1000,775,0,2,4,2
경기도,1060,780,0,0,2,2
경기도,1231,1217,1,3,3,3
경기도,1101,1086,0,1,0,2
경기도,1034,1019,0,0,5,4
경기도,922,1029,0,1,3,1
경기도,1474,1126,0,0,5,5
경기도,1461,956,0,1,7,6
경기도,1409,1389,0,2,2,1
경기도,1520,1515,1,2,7,4
경기도,1784,1473,0,4,7,2
경기도,846,876,0,0,1,3
경기도,1209,1038,1,0,0,3
경기도,1296,1476,2,2,1,4
경기도,1185,1250,2,2,4,1
경기도,1511,1697,0,0,6,3
경기도,877,836,1,0,2,0
경기도,1940,2074,0,0,7,3
경기도,1440,1584,0,0,4,3
경기도,1643,1690,0,2,7,4
경기도,1559,1754,1,1,3,7
경기도,1521,1364,1,1,3,2
경기도,1458,1582,0,1,3,5
경기도,1809,1664,0,0,7,2
경기도,1507,1549,0,3,0,0
경기도,1436,1255,1,2,5,4
경기도,1241,1329,1,1,2,4
경기도,1279,1305,0,0,4,4
경기도,159,81,0,0,1,2
경기도,885,1277,0,1,7,4
경기도,1248,1143,1,1,0,0
경기도,1549,1154,1,0,1,2
경기도,1254,1099,2,2,4,3
경기도,1403,1378,1,1,7,4
경기도,1848,1632,1,2,8,6
경기도,1569,1638,0,0,5,1
경기도,1224,1527,0,2,3,0
경기도,1488,1981,0,2,4,0
경기도,1904,1734,0,5,8,1
경기도,1306,1281,0,0,6,3
경기도,1326,1337,1,1,5,4
경기도,1313,1148,2,0,5,1
경기도,1239,1345,0,2,2,1
경기도,1381,1479,0,0,5,1
경기도,1668,1167,0,0,4,1
경기도,1394,1442,1,2,5,2
경기도,1539,1375,1,0,3,2
경기도,1591,1397,0,2,8,4
경기도,1468,1189,0,2,1,3
경기도,1416,1392,0,1,6,4
경기도,1063,1123,0,1,1,1
경기도,1379,1492,1,0,2,5
경기도,965,1302,0,2,4,0
경기도,1012,856,2,1,1,2
경기도,1445,1193,1,1,7,4
경기도,1728,1683,0,4,3,1
경기도,572,197,0,0,1,0
경기도,433,255,1,0,0,2
경기도,1591,1683,4,2,7,4
경기도,1352,1720,2,0,7,1
경기도,1645,1707,1,2,5,3
경기도,1470,1692,1,0,2,2
경기도,1325,1568,1,1,2,1
경기도,1840,1980,1,0,8,3
경기도,1359,1105,0,1,1,1
경기도,1667,1413,0,3,6,3
경기도,1276,923,0,2,4,0
경기도,1184,956,0,1,5,4
경기도,1543,1569,1,1,2,2
경기도,2002,2201,1,1,7,4
경기도,1269,970,1,0,2,4
경기도,1687,1453,1,1,7,1
경기도,1094,980,0,0,1,1
경기도,970,722,2,1,3,0
경기도,1400,1133,1,1,3,2
경기도,1359,1093,0,2,7,4
경기도,838,678,1,0,2,0
경기도,894,810,0,1,4,0
경기도,1131,895,1,0,6,0
경기도,1397,1218,0,1,2,1
경기도,1113,859,0,0,1,1
경기도,1041,727,0,0,4,2
경기도,1333,1204,1,1,6,0
경기도,1455,1583,1,1,7,1
경기도,1211,1075,0,1,4,1
경기도,1634,1699,0,1,4,1
경기도,999,819,0,0,1,0
경기도,1020,1213,0,3,1,1
경기도,1833,2256,0,2,10,2
경기도,1008,1051,0,2,3,1
경기도,1176,1168,0,3,9,1
경기도,469,337,1,0,1,0
경기도,1416,1447,1,1,7,3
경기도,1776,1927,0,3,6,3
경기도,1307,1242,2,6,5,0
경기도,1485,1427,0,1,5,6
경기도,990,968,1,0,2,2
경기도,1147,1151,1,1,5,1
경기도,1291,1457,0,3,7,2
경기도,1516,1474,2,1,4,3
경기도,1499,1361,2,1,3,1
경기도,1083,964,1,0,2,1
경기도,1247,1161,1,2,3,1
경기도,1678,1562,0,3,4,1
경기도,1548,1503,1,2,2,2
경기도,1198,1100,1,2,1,2
경기도,1806,1885,0,0,4,2
경기도,1412,1313,0,1,3,1
경기도,1821,1771,1,0,4,5
경기도,1239,1248,0,0,4,3
경기도,485,435,0,1,1,0
경기도,982,1036,0,0,3,1
경기도,1243,1280,2,2,4,4
경기도,1273,1413,0,0,8,1
경기도,1069,1096,1,1,4,2
경기도,1033,1075,0,1,5,5
경기도,1403,1520,0,1,5,3
경기도,1351,1258,1,0,2,4
경기도,1884,1726,1,0,9,1
경기도,1843,2129,1,2,8,0
경기도,1329,1445,1,2,6,1
경기도,847,1114,1,1,8,1
경기도,2091,2180,0,3,6,4
경기도,687,745,1,0,1,1
경기도,1746,1739,1,1,7,0
경기도,1133,1151,2,1,7,1
경기도,1258,1251,1,1,4,1
경기도,1038,1083,2,0,3,1
경기도,1144,1219,1,0,5,3
경기도,1537,2010,0,8,9,2
경기도,1329,1942,0,2,5,4
경기도,1511,1628,1,3,4,1
경기도,1386,1661,0,5,4,3
경기도,1383,1547,0,2,4,4
경기도,1433,1504,1,2,5,2
경기도,1092,972,1,0,5,1
경기도,1242,1138,0,0,1,3
경기도,1466,1649,0,0,2,3
경기도,1258,1310,1,2,5,3
경기도,1125,1145,0,0,2,2
경기도,1404,1407,2,1,2,1
경기도,1427,1581,0,2,3,1
경기도,1552,1571,0,2,6,2
경기도,970,1081,2,3,2,1
경기도,1209,1214,0,1,0,3
경기도,1627,2098,0,1,9,5
경기도,2001,1588,0,2,6,0
경기도,1222,1111,1,1,8,4
경기도,1117,1210,1,2,4,1
경기도,1191,1156,1,3,9,2
경기도,1662,1890,2,0,6,3
경기도,1566,1540,1,1,12,4
경기도,1514,1428,0,1,4,3
경기도,1358,1341,0,1,6,1
경기도,1207,1411,1,1,4,2
경기도,1085,1041,0,0,3,2
경기도,1133,1221,0,0,5,2
경기도,1268,1318,1,0,4,1
경기도,895,1096,0,1,4,2
경기도,1024,1242,1,0,3,1
경기도,803,967,2,0,6,1
경기도,1458,1764,0,3,5,4
경기도,1080,1321,0,1,6,1
경기도,1034,1614,1,0,6,1
경기도,957,1481,0,1,6,2
경기도,1044,1655,1,2,3,1
경기도,1367,1523,0,3,9,2
경기도,1800,1604,0,1,6,2
경기도,1496,1599,1,1,10,0
경기도,1302,1407,0,1,9,1
경기도,921,1158,0,4,2,1
경기도,1237,1424,1,1,3,5
경기도,1470,1563,0,2,5,1
경기도,711,1301,1,1,2,2
경기도,1165,1415,1,1,5,4
경기도,1158,1431,0,1,3,3
경기도,762,892,1,1,3,3
경기도,1401,1605,0,3,5,2
경기도,1192,1834,0,0,5,2
경기도,1104,1633,0,5,8,1
경기도,1434,1761,0,4,5,2
경기도,1145,1984,0,2,5,4
경기도,1450,2210,0,0,10,2
경기도,1339,1531,0,0,2,1
경기도,1454,1692,0,3,14,1
경기도,1739,2248,3,3,7,3
경기도,1054,1672,1,0,4,2
경기도,1480,1761,1,0,4,2
경기도,1097,1667,1,1,13,1
경기도,1201,1636,3,1,7,1
경기도,1674,2070,1,1,16,2
경기도,1822,1386,1,0,11,1
경기도,2121,1766,1,2,10,3
경기도,1451,1787,0,0,9,1
경기도,1225,1064,1,0,0,2
경기도,1225,1294,0,3,3,2
경기도,1311,1265,0,1,1,5
경기도,1304,1527,1,0,1,3
경기도,1831,1832,0,4,4,5
경기도,1780,1675,1,0,6,3
경기도,1510,1827,1,0,5,1
경기도,1761,1820,1,5,10,3
경기도,1337,1794,0,4,5,4
경기도,1687,1742,0,2,8,2
경기도,1573,1493,0,1,6,3
경기도,1108,1363,0,1,12,1
경기도,1331,1491,0,1,8,2
경기도,1762,1700,0,0,6,1
경기도,1295,1491,0,1,5,2
경기도,991,1651,1,1,5,2
경기도,1558,994,1,2,11,2
경기도,1287,847,1,1,3,2
경기도,1828,2058,0,1,11,2
경기도,1700,1866,0,1,5,2
경기도,708,751,2,2,2,2
경기도,2007,1390,1,1,12,2
경기도,1209,865,0,1,4,1
경기도,898,1158,0,1,5,1
경기도,1391,1621,0,1,7,2
경기도,1176,1376,2,2,7,1
경기도,999,1251,1,2,7,1
경기도,1582,2107,0,2,5,1
경기도,1437,1801,0,1,9,3
경기도,1218,1480,1,4,6,0
경기도,1385,1578,3,2,2,3
경기도,1237,1341,2,1,4,4
경기도,1096,1354,1,2,3,2
경기도,1479,1752,0,5,3,2
경기도,1608,1676,0,0,4,4
경기도,1081,1349,0,1,7,2
경기도,815,908,0,0,5,1
경기도,1401,1497,1,1,5,10
경기도,1650,1805,1,0,2,4
경기도,1225,1274,0,1,6,3
경기도,1490,1770,2,2,6,5
경기도,1362,1482,0,0,1,2
경기도,1578,2117,0,0,3,2
경기도,1554,1965,1,2,7,2
경기도,1017,1244,0,0,6,3
경기도,1085,1297,0,4,6,3
경기도,1655,2299,3,2,6,3
경기도,1938,2673,0,5,3,3
경기도,1503,2072,1,3,8,2
경기도,1384,1536,1,1,5,2
경기도,998,1007,1,0,1,3
경기도,1789,1998,1,3,6,3
경기도,1827,2257,1,0,8,4
경기도,1361,1547,2,1,4,3
경기도,1343,1613,1,4,2,4
경기도,1300,1295,0,1,3,5
경기도,871,807,1,0,3,0
경기도,1637,2034,1,2,2,2
경기도,947,1155,2,3,5,2
경기도,1109,1338,2,2,5,0
경기도,1453,1511,1,2,3,5
경기도,1493,1769,2,1,10,3
경기도,1392,1512,2,1,4,1
경기도,1135,1294,1,2,2,3
경기도,1810,2020,2,2,0,1
경기도,1223,1695,3,5,6,3
경기도,1513,2027,0,5,4,3
경기도,1288,1854,1,2,5,5
경기도,1039,1099,0,2,3,2
경기도,1287,1403,2,2,4,0
경기도,1047,1458,0,0,4,1
경기도,1780,2247,1,2,7,3
경기도,1793,2103,1,2,2,3
경기도,1542,1034,0,1,9,1
경기도,1515,1453,0,1,10,0
경기도,2209,2016,0,1,6,1
경기도,1533,1580,1,1,6,2
경기도,1536,1653,1,1,0,3
경기도,1186,1329,1,4,3,2
경기도,1875,1605,0,1,6,1
경기도,1277,1845,0,2,5,3
경기도,1531,2123,0,2,7,2
경기도,1078,1247,2,1,5,5
경기도,2131,2036,0,3,10,3
경기도,1342,1633,3,1,5,2
경기도,1270,1956,2,0,3,1
경기도,1197,1755,1,0,10,1
경기도,1775,1473,2,1,9,2
경기도,1712,1819,0,1,11,8
경기도,1173,1359,0,0,7,3
경기도,1382,1550,2,1,4,4
경기도,1556,2331,1,2,10,4
경기도,1612,2690,0,1,2,3
경기도,1438,2158,1,2,2,3
경기도,1906,2695,1,3,2,7
경기도,983,1309,0,2,1,1
경기도,2016,2327,1,1,4,5
경기도,1868,2138,0,2,3,6
경기도,1611,1943,0,3,6,3
경기도,1322,2962,0,3,8,3
경기도,1843,2111,0,0,6,3
경기도,1650,2334,0,1,11,2
경기도,2010,1811,1,0,11,3
경기도,2033,1740,0,0,7,0
경기도,1616,2181,1,1,6,2
경기도,1521,1658,0,3,9,3
경기도,1254,1501,0,2,3,1
경기도,1470,1628,1,2,2,2
경기도,1121,1203,1,2,5,0
경기도,1310,1314,1,0,3,3
경기도,1342,1311,1,2,4,5
경기도,1400,1459,1,5,6,0
경기도,1467,1506,0,1,9,2
경기도,1629,1533,1,1,2,4
경기도,1154,1133,1,0,6,2
경기도,1398,1499,1,0,4,2
경기도,1786,1870,0,3,2,2
경기도,1305,1383,1,1,5,4
경기도,1300,1331,0,3,7,3
경기도,1328,1499,0,3,1,3
경기도,1618,2034,1,1,8,3
경기도,1173,1150,0,1,2,1
경기도,1278,1658,0,0,2,2
경기도,1549,1432,0,2,8,1
경기도,1526,2205,0,3,5,1
경기도,1710,2347,0,2,6,3
경기도,1472,1645,0,1,2,6
경기도,444,353,0,1,1,2
경기도,1399,1709,1,4,5,3
경기도,1709,1628,0,7,9,6
경기도,1341,1516,1,0,4,1
경기도,1195,1432,2,0,8,3
경기도,1262,1694,1,4,5,0
경기도,1001,1108,1,0,2,3
경기도,1382,1655,1,0,9,0
경기도,1160,1372,3,0,1,1
경기도,1266,1743,0,2,4,4
경기도,1057,1422,1,1,5,4
경기도,1318,1534,2,5,3,1
경기도,1269,1712,0,4,2,2
경기도,1153,1479,0,0,2,3
경기도,1269,1686,0,1,3,0
경기도,949,1240,1,1,1,1
경기도,1038,1283,0,3,5,2
경기도,1480,1749,2,4,3,2
경기도,980,1183,0,2,1,2
경기도,1169,1274,1,1,12,3
경기도,1328,1511,1,6,6,3
경기도,1379,1298,0,1,3,4
경기도,1407,1706,0,1,5,4
경기도,1697,1953,0,7,1,2
경기도,1184,1351,0,1,5,0
경기도,891,1149,0,2,1,2
경기도,1318,1506,0,0,8,3
경기도,1332,1493,2,0,1,1
경기도,1184,1424,0,0,7,4
경기도,1308,1442,1,2,9,2
경기도,881,1135,0,0,2,5
경기도,1196,1327,0,1,4,3
경기도,833,791,0,0,4,2
경기도,1076,1227,0,1,6,1
경기도,1162,1332,1,2,6,6
경기도,1378,2094,1,1,5,3
경기도,1341,1497,3,0,1,2
경기도,1574,1662,1,0,7,5
경기도,1265,1382,1,0,3,4
경기도,1248,1446,2,1,2,9
경기도,1190,1276,1,2,5,1
경기도,1382,1580,1,5,2,3
경기도,1347,1765,1,2,9,3
경기도,1043,1336,4,0,4,4
경기도,1194,1368,1,1,4,4
경기도,1244,1503,1,1,3,6
경기도,1486,1867,1,3,5,5
경기도,1314,1598,0,2,7,3
경기도,1379,1679,1,1,3,0
경기도,1529,1903,0,2,4,1
경기도,1343,1653,2,1,3,1
경기도,933,1020,0,1,2,1
경기도,887,1103,1,2,1,1
경기도,1288,1537,0,1,5,1
경기도,924,1043,0,0,3,2
경기도,1151,1368,0,0,3,4
경기도,1582,1767,0,2,4,4
경기도,1821,2311,1,2,7,3
경기도,1320,1263,0,0,4,2
경기도,1418,1460,2,2,1,4
경기도,237,100,0,1,0,0
경기도,1012,990,0,2,3,4
경기도,1618,2006,0,0,5,1
경기도,1163,1105,0,1,6,2
경기도,899,873,3,2,4,3
경기도,893,917,1,1,2,1
경기도,1555,1762,1,0,8,7
경기도,1366,1471,1,1,7,1
경기도,1304,1691,1,1,5,2
경기도,1145,1173,0,2,2,4
경기도,1264,1428,0,0,4,5
경기도,1075,1232,1,3,4,3
경기도,1141,1331,0,0,1,2
경기도,902,1164,0,1,0,3
경기도,987,1316,0,2,2,1
경기도,1392,1611,0,1,6,3
경기도,1180,1512,1,0,9,2
경기도,2137,2350,3,1,11,2
경기도,1411,1721,0,3,2,6
경기도,1504,2037,2,4,3,2
경기도,1369,1591,1,0,7,3
경기도,1126,1468,0,1,2,2
경기도,1751,2113,1,0,2,2
경기도,1219,1301,0,0,4,5
경기도,362,208,0,0,0,1
경기도,1207,1520,3,2,6,2
경기도,941,1109,0,1,0,4
경기도,1127,1418,0,2,2,0
경기도,1073,1269,1,0,3,6
경기도,1302,1519,0,4,8,0
경기도,1334,1522,1,2,3,2
경기도,1369,1958,2,2,6,1
경기도,753,793,0,0,2,0
경기도,1462,2111,0,2,7,2
경기도,1506,2062,1,2,5,2
경기도,991,1378,0,1,3,2
경기도,919,1004,1,0,3,2
경기도,1175,1392,2,1,2,2
경기도,1203,1392,0,1,9,2
경기도,1282,1372,3,2,5,2
경기도,833,1185,0,0,2,1
경기도,1583,1956,2,2,7,3
경기도,995,1198,0,1,8,4
경기도,1712,1867,2,2,5,2
경기도,837,1107,2,0,3,1
경기도,1150,1256,0,0,4,2
경기도,1191,1363,0,2,2,3
경기도,1085,1310,0,1,5,2
경기도,608,1320,0,0,5,1
경기도,958,1421,0,1,8,2
경기도,1068,1650,0,0,5,2
경기도,874,1340,0,0,4,6
경기도,1155,1756,0,0,7,4
경기도,1370,1516,1,3,7,3
경기도,1322,1667,1,0,9,0
경기도,1175,1579,1,1,6,3
경기도,1235,1658,1,2,5,1
경기도,828,1273,0,4,4,5
경기도,915,1547,2,3,2,1
경기도,1006,1544,0,1,0,1
경기도,982,1787,0,1,2,3
경기도,1271,1850,0,2,2,2
경기도,641,1064,1,0,1,0
경기도,910,1494,1,0,1,2
경기도,1014,1435,0,0,7,1
경기도,806,1249,0,2,3,1
경기도,760,575,0,1,4,6
경기도,678,600,2,1,7,3
경기도,1059,1739,2,2,5,0
경기도,1015,1726,0,3,5,4
경기도,1099,1713,0,4,3,3
경기도,1106,1758,0,2,9,0
경기도,866,1222,0,3,1,0
경기도,1149,1579,0,3,3,3
경기도,1015,1642,2,0,4,3
경기도,1456,1663,2,1,3,2
경기도,903,1216,1,0,3,0
경기도,1386,1933,1,1,8,2
경기도,768,732,0,1,2,2
경기도,856,1229,1,4,4,3
경기도,931,1094,0,1,2,2
경기도,1524,1666,0,0,3,4
경기도,184,128,0,0,1,1
경기도,1253,1429,1,6,2,3
경기도,1078,1654,1,7,3,3
경기도,1114,1507,1,5,2,1
경기도,1037,1282,0,1,2,1
경기도,635,284,1,0,2,2
경기도,528,334,0,1,4,0
경기도,1557,889,1,3,5,2
경기도,1466,1130,0,2,5,0
경기도,1440,861,1,1,1,3
경기도,876,437,2,1,3,4
경기도,1297,551,3,0,2,4
경기도,856,405,1,0,3,2
경기도,1451,717,0,0,3,5
경기도,1439,765,1,0,4,1
경기도,1180,697,1,0,0,1
경기도,1526,788,0,2,4,1
경기도,756,628,1,0,4,3
경기도,883,895,2,1,5,3
경기도,780,1043,1,2,4,1
경기도,1015,664,0,0,4,3
경기도,1610,2177,2,4,11,3
경기도,948,1385,2,4,7,2
경기도,1232,1715,1,7,5,2
경기도,1054,723,0,2,3,3
경기도,667,325,0,0,2,4
경기도,1854,1350,1,1,2,9
경기도,1010,748,2,0,4,4
경기도,1261,1665,0,4,2,0
경기도,1153,711,0,1,5,7
경기도,1450,894,3,0,7,8
경기도,822,461,0,1,1,1
경기도,1233,1013,0,2,3,0
경기도,856,823,0,0,0,3
경기도,783,380,0,1,3,0
경기도,712,323,0,1,2,4
경기도,212,109,0,0,1,0
경기도,1348,671,0,4,5,3
경기도,1125,507,1,1,2,7
경기도,1703,1707,1,4,3,4
경기도,806,441,0,0,2,4
경기도,1338,706,0,4,5,11
경기도,966,406,3,0,1,3
경기도,385,159,0,1,1,1
경기도,1073,559,1,1,7,4
경기도,780,447,1,0,2,5
경기도,772,308,0,0,1,1
경기도,1045,1603,1,2,5,6
경기도,653,919,0,3,2,2
경기도,1138,573,0,1,2,4
경기도,684,242,0,0,2,5
경기도,864,361,1,0,5,2
경기도,1152,830,0,2,4,6
경기도,1046,605,0,0,5,3
경기도,1668,1311,0,2,6,4
경기도,1758,1236,2,2,7,2
경기도,1477,1487,1,1,4,1
경기도,1265,1389,1,0,4,3
경기도,1405,1365,1,3,6,3
경기도,1298,1305,1,0,5,1
경기도,1251,1237,0,1,7,5
경기도,1494,1240,2,3,3,2
경기도,1529,1240,0,3,4,1
경기도,1531,1257,1,1,6,6
경기도,1100,749,0,1,0,1
경기도,980,584,0,2,6,3
경기도,1505,1117,2,3,1,3
경기도,1118,807,0,1,4,2
경기도,1495,1099,1,2,10,2
경기도,1405,914,0,1,4,3
경기도,1629,1315,0,2,7,3
경기도,1594,1016,2,2,3,0
경기도,1490,1346,0,2,8,5
경기도,1012,726,0,1,1,1
경기도,1754,950,1,1,0,3
경기도,1737,1237,0,1,2,4
경기도,1212,983,0,1,4,3
경기도,1324,1266,1,3,2,1
경기도,959,458,1,0,0,2
경기도,788,428,0,2,3,3
경기도,1487,647,0,1,4,4
경기도,1228,636,1,2,1,2
경기도,1121,810,1,1,7,4
경기도,907,456,0,2,0,0
경기도,1244,721,0,0,1,3
경기도,1743,1243,0,1,3,1
경기도,911,730,1,1,2,3
경기도,355,161,1,0,0,1
경기도,1190,1061,0,0,8,0
경기도,1493,968,0,0,7,0
경기도,1298,1363,2,1,1,7
경기도,1007,659,0,2,3,4
경기도,358,161,0,1,1,3
경기도,1020,698,0,0,2,3
경기도,741,348,0,0,1,3
경기도,1535,1069,1,1,5,3
경기도,972,493,0,1,1,0
경기도,1658,1383,0,2,9,4
경기도,877,689,0,0,1,1
경기도,731,326,0,2,4,2
경기도,1511,1431,2,7,6,1
경기도,1255,923,0,2,2,1
경기도,1207,803,0,0,3,4
경기도,1357,830,1,2,8,4
경기도,1861,1416,2,0,2,0
경기도,917,945,1,0,2,1
경기도,1195,1037,0,2,4,2
경기도,996,921,1,2,7,2
경기도,1594,1250,0,2,3,0
경기도,1436,1382,0,2,4,3
경기도,1203,804,2,0,5,1
경기도,1451,1495,1,2,3,3
경기도,1904,1556,3,9,4,5
경기도,881,482,0,4,1,5
경기도,398,177,0,0,0,3
경기도,903,471,0,0,4,2
경기도,1480,1473,0,4,3,0
경기도,1767,1641,1,2,6,6
경기도,1705,1038,1,2,3,1
경기도,1383,786,0,3,1,4
경기도,1173,581,0,0,7,1
경기도,1841,1347,0,3,8,2
경기도,1128,828,0,1,0,0
경기도,1108,963,1,0,3,1
경기도,1149,923,2,0,2,2
경기도,725,363,1,1,2,2
경기도,1106,559,0,3,2,1
경기도,526,239,0,0,1,3
경기도,553,252,0,0,0,2
경기도,1072,500,0,0,0,3
경기도,519,177,0,0,1,2
경기도,988,446,2,0,1,2
경기도,442,197,1,1,0,1
경기도,1977,1185,1,0,7,3
경기도,1248,719,2,2,3,4
경기도,191,77,0,0,1,0
경기도,767,384,0,1,1,1
경기도,1901,1036,2,1,6,4
경기도,754,416,1,0,2,0
경기도,1284,905,0,1,2,0
경기도,923,446,0,1,3,3
경기도,566,240,0,0,2,4
경기도,1061,873,1,0,1,4
경기도,1784,1711,1,2,7,4
경기도,1580,1558,2,2,4,0
경기도,1422,1511,1,2,3,5
경기도,1139,1247,0,2,0,5
경기도,1525,2039,1,1,2,2
경기도,1452,1333,0,1,1,4
경기도,1364,1450,0,0,3,4
경기도,1415,1166,1,1,5,3
경기도,976,1063,0,2,1,0
경기도,841,1180,0,2,4,0
경기도,1218,837,0,0,4,1
경기도,808,549,0,1,2,2
경기도,648,291,1,2,2,1
경기도,1433,1286,0,0,5,5
경기도,1362,1203,1,1,5,3
경기도,982,849,0,1,1,6
경기도,1373,1223,1,1,3,3
경기도,1342,1320,1,0,6,0
