시도,구시군,읍면동명,투표구명,"더불어민주당
이재명","국민의힘
윤석열","정의당
심상정","기본소득당
오준호","국가혁명당 
허경영","노동당
이백윤","새누리당
옥은호","신자유민주연합
김경재","우리공화당
조원진","진보당
김재연","통일한국당
이경희","한류연합당
김민찬"
전라남도,영암군,,신북면제1투,245,40,1,0,2,0,0,0,0,0,0,0
전라남도,영암군,,신북면제2투,171,20,2,1,2,0,0,0,0,0,1,0
전라남도,영암군,,신북면제3투,215,14,1,0,4,0,0,0,0,0,0,1
전라남도,영암군,,관내사전투표,1385,103,11,1,1,2,0,0,2,3,2,7
전라남도,영암군,,시종면제1투,311,53,2,0,1,0,0,0,0,0,0,1
전라남도,영암군,,시종면제2투,269,32,3,0,3,0,0,0,0,0,0,0
전라남도,영암군,,관내사전투표,861,64,8,0,4,0,1,1,0,1,0,3
전라남도,영암군,,도포면제1투,176,20,1,1,2,0,0,0,0,0,0,0
전라남도,영암군,,도포면제2투,176,31,1,0,1,0,0,0,0,0,0,1
전라남도,영암군,,관내사전투표,1245,127,19,1,7,0,1,0,0,2,1,2
전라남도,영암군,,군서면제1투,193,30,1,1,5,0,0,0,0,0,0,2
전라남도,영암군,,군서면제2투,355,61,4,1,3,0,0,0,0,0,0,0
전라남도,영암군,,관내사전투표,772,93,8,0,3,0,0,1,0,3,3,6
전라남도,영암군,,서호면투표소,275,47,1,0,2,0,0,0,1,1,0,0
전라남도,영암군,,관내사전투표,1681,195,34,1,12,1,0,0,1,0,1,8
전라남도,영암군,,학산면제1투,193,30,3,1,2,0,0,0,0,0,0,1
전라남도,영암군,,학산면제2투,168,38,5,0,0,0,0,0,0,0,0,1
전라남도,영암군,,학산면제3투,88,10,2,0,3,0,0,0,1,0,0,0
전라남도,영암군,,관내사전투표,755,79,9,1,6,0,0,0,0,0,1,5
전라남도,영암군,,미암면투표소,337,58,6,1,3,1,0,0,0,1,0,0
전라남도,무안군,,관내사전투표,4431,442,52,0,31,1,0,2,0,7,1,3
전라남도,무안군,,무안읍제1투,539,62,7,0,4,0,0,0,0,1,1,0
전라남도,무안군,,무안읍제2투,721,89,9,0,9,0,0,0,0,0,1,2
전라남도,무안군,,무안읍제3투,183,15,0,0,2,0,0,0,0,0,0,2
전라남도,무안군,,무안읍제4투,383,39,4,0,6,0,0,1,0,1,0,1
전라남도,무안군,,관내사전투표,3275,265,29,3,19,2,1,0,0,2,1,4
전라남도,무안군,,일로읍제1투,209,18,0,0,2,0,0,0,0,0,0,1
전라남도,무안군,,일로읍제2투,190,25,3,0,1,0,0,0,0,0,0,3
전라남도,무안군,,일로읍제3투,365,33,3,3,4,1,0,0,0,2,0,0
전라남도,무안군,,일로읍제4투,147,9,0,0,0,0,0,0,0,0,0,2
전라남도,무안군,,일로읍제5투,284,22,3,0,1,0,0,0,0,0,0,4
전라남도,무안군,,일로읍제6투,153,23,0,0,2,0,0,2,0,0,0,1
전라남도,무안군,,일로읍제7투,1001,181,21,0,2,0,0,0,0,0,0,0
전라남도,무안군,,일로읍제8투,812,156,21,0,4,0,0,0,0,1,0,0
전라남도,무안군,,관내사전투표,8231,961,126,3,36,3,1,0,0,11,1,0
전라남도,무안군,,삼향읍제1투,212,28,5,0,1,0,0,0,0,0,0,0
전라남도,무안군,,삼향읍제2투,359,41,7,0,5,0,0,0,1,0,0,0
전라남도,무안군,,삼향읍제3투,430,55,4,0,2,0,0,0,2,0,0,3
전라남도,무안군,,삼향읍제4투,310,29,10,0,0,0,0,0,0,0,0,2
전라남도,무안군,,삼향읍제5투,811,123,22,0,6,0,0,0,0,0,0,0
전라남도,무안군,,삼향읍제6투,1039,158,21,0,10,0,0,0,0,0,0,1
전라남도,무안군,,삼향읍제7투,1128,203,23,0,18,0,0,0,0,1,0,0
전라남도,무안군,,삼향읍제8투,927,140,25,0,8,0,0,0,0,1,0,0
전라남도,무안군,,삼향읍제9투,1084,138,34,1,7,1,0,0,0,1,1,1
전라남도,무안군,,삼향읍제10투,1081,175,27,0,4,0,0,0,0,0,0,0
전라남도,무안군,,삼향읍제11투,627,123,13,0,6,0,0,0,0,2,0,0
전라남도,무안군,,관내사전투표,1063,82,10,1,2,0,0,0,0,4,0,2
전라남도,무안군,,몽탄면제1투,180,30,1,0,1,0,0,0,0,0,0,1
전라남도,무안군,,몽탄면제2투,88,15,1,0,0,0,0,0,0,0,0,1
전라남도,무안군,,몽탄면제3투,110,8,3,0,1,0,0,0,0,0,0,0
전라남도,무안군,,몽탄면제4투,205,17,6,0,0,0,0,0,1,0,0,3
전라남도,무안군,,관내사전투표,1897,201,16,0,5,2,0,0,1,1,2,7
전라남도,무안군,,청계면제1투,248,15,1,0,2,1,0,0,0,1,0,0
전라남도,무안군,,청계면제2투,325,52,7,0,1,0,0,0,1,0,0,2
전라남도,무안군,,청계면제3투,304,35,0,0,2,0,0,0,0,0,0,2
전라남도,무안군,,청계면제4투,275,22,2,0,0,1,0,0,0,1,0,3
전라남도,무안군,,청계면제5투,312,26,1,0,4,1,0,0,0,0,0,2
전라남도,무안군,,관내사전투표,1405,100,15,2,10,1,0,0,0,1,0,1
전라남도,무안군,,현경면제1투,136,13,2,0,1,0,0,0,0,0,0,1
전라남도,무안군,,현경면제2투,229,29,3,0,1,1,0,0,0,0,0,0
전라남도,무안군,,현경면제3투,212,29,1,0,3,0,0,0,0,1,1,2
전라남도,무안군,,현경면제4투,263,21,2,1,1,0,0,0,0,0,0,1
전라남도,무안군,,현경면제5투,238,39,5,0,1,0,1,0,0,1,0,3
전라남도,무안군,,관내사전투표,809,84,6,0,3,0,0,0,0,1,1,0
전라남도,무안군,,망운면제1투,196,28,1,1,2,0,0,0,0,0,0,0
전라남도,무안군,,망운면제2투,165,14,0,0,0,0,0,0,0,0,0,1
전라남도,무안군,,관내사전투표,2173,186,18,1,12,3,2,0,1,2,3,11
전라남도,무안군,,해제면제1투,174,20,2,0,3,0,0,0,0,0,0,4
전라남도,무안군,,해제면제2투,197,28,3,0,1,0,1,0,1,0,0,0
전라남도,무안군,,해제면제3투,149,19,0,0,3,0,0,0,0,0,1,3
전라남도,무안군,,해제면제4투,166,34,5,0,0,0,0,0,2,0,0,2
전라남도,무안군,,관내사전투표,1160,102,14,1,8,0,0,1,0,2,1,8
전라남도,무안군,,운남면제1투,118,21,3,0,0,0,0,0,0,0,1,0
전라남도,무안군,,운남면제2투,205,38,2,0,1,0,0,0,0,3,0,0
전라남도,무안군,,운남면제3투,103,11,2,0,1,0,0,0,0,0,0,0
전라남도,영광군,,관내사전투표,5678,600,81,5,29,1,0,0,1,9,1,7
전라남도,영광군,,영광읍제1투,369,49,6,0,3,0,0,0,0,0,1,4
전라남도,영광군,,영광읍제2투,829,102,17,1,10,1,0,1,0,1,2,1
전라남도,영광군,,영광읍제3투,562,89,11,0,5,0,0,1,0,0,0,0
전라남도,영광군,,영광읍제4투,584,77,11,0,3,0,0,2,0,0,0,1
전라남도,영광군,,영광읍제5투,361,36,8,1,4,1,0,0,1,0,0,5
전라남도,영광군,,영광읍제6투,171,7,2,0,1,0,0,1,0,0,2,0
전라남도,영광군,,영광읍제7투,180,21,2,0,2,0,0,0,0,2,0,0
전라남도,영광군,,영광읍제8투,770,120,10,0,4,1,0,1,0,0,0,0
전라남도,영광군,,영광읍제9투,464,45,4,0,4,0,0,0,0,1,0,0
전라남도,영광군,,관내사전투표,1370,123,10,2,6,2,0,0,0,1,1,7
전라남도,영광군,,백수읍제1투,143,21,3,1,1,0,0,0,0,0,1,1
전라남도,영광군,,백수읍제2투,389,47,2,0,3,0,0,0,0,1,0,4
전라남도,영광군,,백수읍제3투,322,24,2,0,4,0,0,1,0,1,0,2
전라남도,영광군,,백수읍제4투,254,25,4,0,1,0,0,0,1,0,1,1
전라남도,영광군,,관내사전투표,1792,370,53,0,10,1,0,2,1,14,0,7
전라남도,영광군,,홍농읍제1투,208,32,6,0,7,0,0,0,0,2,0,1
전라남도,영광군,,홍농읍제2투,105,20,1,0,0,0,0,1,0,0,0,0
전라남도,영광군,,홍농읍제3투,158,17,2,0,1,0,0,0,0,0,1,3
전라남도,영광군,,홍농읍제4투,294,18,4,0,0,0,0,0,0,1,0,0
전라남도,영광군,,홍농읍제5투,249,190,11,0,11,0,0,0,0,2,0,1
전라남도,영광군,,관내사전투표,610,53,5,1,4,0,0,0,1,12,2,4
전라남도,영광군,,대마면제1투,184,31,5,1,1,0,0,0,0,4,0,4
전라남도,영광군,,대마면제2투,123,13,3,0,1,0,0,0,0,1,0,2
전라남도,영광군,,관내사전투표,626,48,5,1,3,0,0,0,0,4,2,4
전라남도,영광군,,묘량면제1투,201,30,2,0,2,0,0,0,0,1,0,3
전라남도,영광군,,묘량면제2투,196,17,3,0,1,0,0,0,0,0,0,1
전라남도,영광군,,관내사전투표,629,51,5,0,1,1,1,0,0,1,0,1
전라남도,영광군,,불갑면제1투,135,12,1,0,3,0,0,1,0,0,0,3
전라남도,영광군,,불갑면제2투,92,9,4,0,1,0,0,0,0,0,0,0
전라남도,영광군,,관내사전투표,1207,123,20,0,5,2,2,1,0,3,2,8
전라남도,영광군,,군서면제1투,186,26,1,0,1,0,1,0,0,0,0,1
전라남도,영광군,,군서면제2투,214,20,4,0,2,0,0,0,1,1,0,3
전라남도,영광군,,관내사전투표,933,81,10,2,5,1,0,1,1,2,3,5
전라남도,영광군,,군남면제1투,182,24,3,0,0,0,0,1,0,0,0,5
전라남도,영광군,,군남면제2투,123,19,1,0,0,0,0,0,0,0,0,4
전라남도,영광군,,군남면제3투,134,13,4,0,1,0,1,0,0,0,0,4
전라남도,영광군,,관내사전투표,1511,112,13,0,7,1,0,2,0,1,4,10
전라남도,영광군,,염산면제1투,224,34,2,0,2,0,0,0,0,0,0,2
전라남도,영광군,,염산면제2투,228,16,1,0,0,0,0,0,0,1,1,6
전라남도,영광군,,염산면제3투,176,19,1,0,3,0,0,0,0,1,1,0
전라남도,영광군,,염산면제4투,124,16,0,0,2,0,0,0,0,0,0,3
전라남도,영광군,,관내사전투표,1887,165,18,0,6,0,0,0,1,9,2,10
전라남도,영광군,,법성면제1투,379,53,4,0,9,0,0,0,0,0,2,2
전라남도,영광군,,법성면제2투,125,13,2,0,2,0,0,0,0,1,0,0
전라남도,영광군,,법성면제3투,105,13,0,0,1,0,0,0,0,0,0,2
전라남도,영광군,,법성면제4투,251,20,4,0,1,0,0,0,0,0,1,3
전라남도,영광군,,법성면제5투,156,22,1,0,3,1,0,0,0,0,0,2
전라남도,영광군,,관내사전투표,50,3,0,0,0,0,0,0,1,0,0,1
전라남도,영광군,,낙월면제1투,33,1,0,0,0,0,0,0,0,0,0,0
전라남도,영광군,,낙월면제2투,51,0,0,0,0,0,0,0,0,0,0,1
전라남도,영광군,,낙월면제3투,78,6,1,0,0,0,0,0,0,0,1,0
전라남도,함평군,,관내사전투표,2942,264,49,3,19,4,1,1,1,2,3,4
전라남도,함평군,,함평읍제1투,347,37,1,0,3,0,0,0,0,1,0,2
전라남도,함평군,,함평읍제2투,289,34,2,0,2,0,0,0,0,0,0,4
전라남도,함평군,,함평읍제3투,169,14,3,0,2,0,0,0,0,1,0,1
전라남도,함평군,,함평읍제4투,526,58,6,0,2,0,0,0,0,0,0,1
전라남도,함평군,,함평읍제5투,322,32,10,0,1,0,0,0,0,0,2,4
전라남도,함평군,,관내사전투표,1181,89,11,2,4,2,0,1,0,3,0,8
전라남도,함평군,,손불면제1투,379,40,3,0,2,0,0,1,0,1,0,4
전라남도,함평군,,손불면제2투,242,21,6,0,4,0,0,0,0,0,1,1
전라남도,함평군,,관내사전투표,671,47,5,1,0,1,0,1,0,1,1,7
전라남도,함평군,,신광면제1투,224,21,0,0,2,0,0,0,0,2,2,3
전라남도,함평군,,신광면제2투,111,11,3,0,0,0,0,0,0,0,0,3
전라남도,함평군,,관내사전투표,1250,87,12,1,1,0,0,0,1,1,1,5
전라남도,함평군,,학교면제1투,170,13,3,0,0,0,0,2,0,0,0,1
전라남도,함평군,,학교면제2투,175,15,0,0,1,0,0,0,0,1,0,3
전라남도,함평군,,학교면제3투,95,8,2,0,3,0,0,0,0,0,0,1
전라남도,함평군,,학교면제4투,254,37,7,0,2,0,0,0,0,3,0,2
전라남도,함평군,,관내사전투표,680,46,5,1,0,1,0,0,0,0,0,4
전라남도,함평군,,엄다면투표소,332,41,6,0,7,0,0,0,4,2,0,2
전라남도,함평군,,관내사전투표,957,90,6,0,6,0,0,0,0,0,1,3
전라남도,함평군,,대동면제1투,393,66,3,0,3,0,0,0,0,0,1,4
전라남도,함평군,,대동면제2투,296,34,7,0,1,0,0,0,0,1,0,4
전라남도,함평군,,관내사전투표,981,77,9,0,3,2,0,0,0,2,1,5
전라남도,함평군,,나산면제1투,359,43,3,1,4,0,0,0,0,1,0,1
전라남도,함평군,,나산면제2투,140,10,6,0,1,0,0,0,0,0,1,1
전라남도,함평군,,관내사전투표,1005,68,9,3,4,0,0,1,0,2,0,4
전라남도,함평군,,해보면제1투,191,22,8,0,0,0,0,0,1,0,0,0
전라남도,함평군,,해보면제2투,313,28,6,0,1,1,0,1,0,1,0,3
전라남도,함평군,,관내사전투표,1258,81,10,0,6,0,0,0,0,6,2,0
전라남도,함평군,,월야면제1투,285,22,1,0,2,0,0,0,0,0,0,1
전라남도,함평군,,월야면제2투,152,8,0,0,1,0,0,0,0,1,0,2
전라남도,함평군,,월야면제3투,318,29,2,0,3,0,0,0,0,0,1,2
전라남도,신안군,,관내사전투표,1684,137,9,0,4,1,0,2,2,1,0,4
전라남도,신안군,,지도읍제1투,324,41,2,0,3,0,0,0,1,0,0,2
전라남도,신안군,,지도읍제2투,39,4,0,0,1,0,0,0,0,0,0,0
전라남도,신안군,,지도읍제3투,146,12,0,0,0,0,0,0,0,0,1,1
전라남도,신안군,,지도읍제4투,149,25,2,0,0,0,0,0,1,0,0,2
전라남도,신안군,,지도읍제5투,112,9,1,0,0,0,0,0,0,0,0,2
전라남도,신안군,,관내사전투표,604,46,8,0,3,1,0,0,0,0,0,3
전라남도,신안군,,증도면제1투,89,11,2,0,0,0,0,0,1,0,0,0
전라남도,신안군,,증도면제2투,152,18,1,1,2,1,0,0,0,0,0,1
전라남도,신안군,,증도면제3투,146,10,2,0,0,0,0,0,0,0,0,0
전라남도,신안군,,관내사전투표,1061,107,6,1,4,0,1,0,0,0,0,6
전라남도,신안군,,임자면제1투,275,47,3,0,4,0,0,0,1,0,0,3
전라남도,신안군,,임자면제2투,78,0,0,0,1,0,0,0,0,0,0,0
전라남도,신안군,,임자면제3투,42,0,0,0,0,0,0,0,0,0,0,0
전라남도,신안군,,임자면제4투,99,5,0,0,0,0,0,0,0,0,1,1
전라남도,신안군,,관내사전투표,802,73,11,0,3,3,0,0,0,2,0,5
전라남도,신안군,,자은면제1투,227,24,1,0,2,0,0,0,0,0,0,2
전라남도,신안군,,자은면제2투,190,19,1,0,2,0,0,0,0,0,0,0
전라남도,신안군,,관내사전투표,1179,101,13,4,3,0,0,1,0,1,2,2
전라남도,신안군,,비금면제1투,219,28,3,0,2,0,0,0,0,0,0,1
전라남도,신안군,,비금면제2투,138,23,2,0,1,0,0,0,0,0,0,0
전라남도,신안군,,비금면제3투,143,14,2,0,5,0,0,0,0,2,0,0
전라남도,신안군,,비금면제4투,49,11,1,0,0,0,0,0,0,1,0,0
전라남도,신안군,,관내사전투표,886,79,9,2,4,1,0,0,0,0,0,6
전라남도,신안군,,도초면제1투,205,30,3,0,1,0,0,0,0,1,0,0
전라남도,신안군,,도초면제2투,146,7,1,0,2,0,0,0,0,0,0,0
전라남도,신안군,,도초면제3투,72,10,0,0,0,0,0,0,0,1,0,1
전라남도,신안군,,관내사전투표,600,54,6,0,4,0,0,0,1,1,0,1
전라남도,신안군,,흑산면제1투,146,22,1,0,0,1,0,0,0,0,0,1
전라남도,신안군,,흑산면제2투,52,5,1,0,0,0,0,0,0,0,0,2
전라남도,신안군,,흑산면제3투,80,1,0,0,1,0,0,0,0,2,0,0
전라남도,신안군,,흑산면제4투,71,6,1,0,1,0,0,0,1,0,1,1
전라남도,신안군,,흑산면제5투,168,9,1,1,1,0,0,0,0,0,0,1
전라남도,신안군,,흑산면제6투,40,1,0,0,1,0,0,0,0,1,0,1
전라남도,신안군,,흑산면제7투,145,22,2,0,5,0,0,0,1,0,0,2
전라남도,신안군,,흑산면제8투,11,3,0,0,0,0,0,0,0,0,0,0
전라남도,신안군,,흑산면제9투,23,3,1,0,0,0,0,0,0,1,0,0
전라남도,신안군,,관내사전투표,623,48,9,1,4,0,0,0,0,1,1,4
전라남도,신안군,,하의면제1투,79,15,2,1,2,0,0,0,0,0,0,0
전라남도,신안군,,하의면제2투,55,10,0,0,1,0,0,0,0,0,0,1
전라남도,신안군,,하의면제3투,34,4,0,0,0,0,0,0,0,0,0,1
전라남도,신안군,,관내사전투표,583,55,6,0,7,2,0,1,3,0,1,2
전라남도,신안군,,신의면투표소,116,10,2,0,2,0,0,0,0,0,0,1
전라남도,신안군,,관내사전투표,540,57,7,2,2,1,0,1,1,0,1,2
전라남도,신안군,,장산면제1투,133,16,4,1,1,1,1,0,1,0,0,2
전라남도,신안군,,장산면제2투,88,9,1,0,0,0,0,0,0,0,1,0
전라남도,신안군,,관내사전투표,1098,123,4,4,3,0,0,0,1,0,0,8
전라남도,신안군,,안좌면제1투,110,21,2,0,1,0,0,0,0,0,1,1
전라남도,신안군,,안좌면제2투,68,11,1,0,0,0,0,0,0,0,1,1
전라남도,신안군,,안좌면제3투,102,21,0,0,0,0,0,0,0,0,0,1
전라남도,신안군,,안좌면제4투,57,15,1,0,0,0,0,0,0,0,0,0
전라남도,신안군,,관내사전투표,457,47,2,0,4,2,1,0,0,1,1,3
전라남도,신안군,,팔금면투표소,114,17,2,0,2,0,0,0,0,0,0,0
전라남도,신안군,,관내사전투표,814,73,6,0,5,1,0,0,1,1,0,4
전라남도,신안군,,암태면제1투,119,13,3,0,1,0,0,0,0,0,0,0
전라남도,신안군,,암태면제2투,91,5,1,0,0,0,0,0,0,0,1,0
전라남도,신안군,,암태면제3투,72,3,0,0,1,0,0,0,0,0,0,0
전라남도,신안군,,관내사전투표,2098,171,18,1,8,1,0,1,1,0,2,5
전라남도,신안군,,압해읍제1투,231,24,5,0,1,0,0,0,0,0,0,1
전라남도,신안군,,압해읍제2투,210,18,1,0,0,0,0,0,0,0,0,0
전라남도,신안군,,압해읍제3투,267,50,2,0,3,0,0,0,0,1,0,1
전라남도,신안군,,압해읍제4투,359,38,1,1,2,0,0,0,0,1,1,0
전라남도,신안군,,압해읍제5투,94,7,0,0,0,0,0,0,0,1,0,1
전라남도,신안군,,압해읍제6투,115,2,0,0,1,0,0,0,0,0,0,2
경상북도,합계(도),,,418371,1278922,33123,964,18028,535,356,550,2431,1763,1607,1046
경상북도,포항시북구,,관내사전투표,1819,5825,143,4,55,3,1,3,3,5,1,0
경상북도,포항시북구,,흥해읍제1투,148,599,11,0,8,0,0,2,0,1,0,0
경상북도,포항시북구,,흥해읍제2투,154,584,11,0,10,0,0,0,4,1,0,0
경상북도,포항시북구,,흥해읍제3투,105,619,7,0,3,0,0,1,1,2,1,0
경상북도,포항시북구,,흥해읍제4투,90,607,10,0,5,1,0,1,3,0,1,0
경상북도,포항시북구,,흥해읍제5투,127,419,18,0,10,0,0,0,0,0,0,0
경상북도,포항시북구,,흥해읍제6투,86,434,5,0,5,1,0,0,2,1,0,0
경상북도,포항시북구,,흥해읍제7투,153,699,12,0,9,2,0,0,1,0,0,1
경상북도,포항시북구,,흥해읍제8투,47,344,4,0,2,0,0,1,0,1,1,0
경상북도,포항시북구,,흥해읍제9투,367,1099,41,0,15,0,0,1,2,3,1,1
경상북도,포항시북구,,흥해읍제10투,277,838,24,0,16,1,2,0,1,2,0,0
경상북도,포항시북구,,흥해읍제11투,192,827,19,1,23,0,1,0,0,0,1,0
경상북도,포항시북구,,흥해읍제12투,440,1071,49,0,14,1,1,0,3,1,1,0
경상북도,포항시북구,,흥해읍제13투,592,1165,63,1,15,0,0,0,4,3,0,0
경상북도,포항시북구,,흥해읍제14투,739,1255,77,1,26,0,0,0,1,0,0,0
경상북도,포항시북구,,관내사전투표,232,1131,15,2,3,1,1,0,3,1,2,0
경상북도,포항시북구,,신광면제1투,46,266,7,0,2,0,0,0,1,1,1,0
경상북도,포항시북구,,신광면제2투,29,181,2,0,4,0,0,0,0,0,1,0
경상북도,포항시북구,,신광면제3투,40,273,2,0,3,0,0,0,0,1,0,0
경상북도,포항시북구,,관내사전투표,422,1762,32,7,11,4,0,0,2,2,5,2
경상북도,포항시북구,,청하면제1투,110,487,14,0,9,0,2,0,0,0,0,0
경상북도,포항시북구,,청하면제2투,57,421,8,1,2,0,0,0,1,0,1,0
경상북도,포항시북구,,청하면제3투,20,179,3,0,2,0,0,0,1,0,0,0
경상북도,포항시북구,,관내사전투표,182,1073,18,2,7,2,1,1,0,2,6,1
경상북도,포항시북구,,송라면투표소,79,457,2,0,2,1,0,2,0,1,1,0
경상북도,포항시북구,,관내사전투표,323,2003,28,2,14,1,0,1,4,3,1,0
경상북도,포항시북구,,기계면제1투,142,640,4,0,14,2,0,0,2,2,1,1
경상북도,포항시북구,,기계면제2투,53,228,0,0,2,0,0,0,2,0,1,0
경상북도,포항시북구,,기계면제3투,36,244,5,0,2,0,0,0,0,1,0,0
경상북도,포항시북구,,관내사전투표,126,1014,9,1,4,0,0,0,1,3,2,2
경상북도,포항시북구,,죽장면제1투,47,347,4,0,5,2,0,1,0,1,0,1
경상북도,포항시북구,,죽장면제2투,43,256,5,1,1,0,0,0,0,1,0,0
경상북도,포항시북구,,관내사전투표,117,655,11,1,2,0,0,2,1,0,2,0
경상북도,포항시북구,,기북면투표소,43,188,7,1,1,1,0,0,1,0,2,0
경상북도,포항시북구,,관내사전투표,998,3195,90,1,19,2,0,0,3,2,0,1
경상북도,포항시북구,,중앙동제1투,78,443,4,0,4,0,0,1,1,0,0,0
경상북도,포항시북구,,중앙동제2투,47,285,5,0,8,0,0,0,0,0,0,1
경상북도,포항시북구,,중앙동제3투,112,474,13,1,6,0,0,0,4,0,0,0
경상북도,포항시북구,,중앙동제4투,258,928,34,0,12,0,0,1,0,3,0,0
경상북도,포항시북구,,중앙동제5투,178,796,15,0,3,0,0,1,4,2,2,0
경상북도,포항시북구,,중앙동제6투,94,402,6,0,4,0,0,0,1,1,1,0
경상북도,포항시북구,,중앙동제7투,245,938,29,0,2,0,0,0,1,0,1,0
경상북도,포항시북구,,관내사전투표,1343,3519,106,0,26,0,0,0,3,4,2,1
경상북도,포항시북구,,양학동제1투,234,863,30,1,10,1,1,1,0,4,1,0
경상북도,포항시북구,,양학동제2투,329,863,31,0,17,0,1,1,2,1,0,0
경상북도,포항시북구,,양학동제3투,413,991,50,1,11,0,1,0,1,3,0,0
경상북도,포항시북구,,양학동제4투,322,980,25,1,14,0,0,0,2,1,0,0
경상북도,포항시북구,,관내사전투표,942,3957,63,3,24,2,0,0,4,0,1,0
경상북도,포항시북구,,죽도동제1투,150,884,14,1,13,0,0,0,3,1,0,0
경상북도,포항시북구,,죽도동제2투,287,1188,30,0,26,0,0,0,3,0,0,1
경상북도,포항시북구,,죽도동제3투,255,1094,35,0,22,0,0,1,4,2,0,0
경상북도,포항시북구,,죽도동제4투,252,1008,18,0,23,0,1,0,5,2,0,0
경상북도,포항시북구,,죽도동제5투,363,1314,31,0,19,0,0,1,5,0,1,0
경상북도,포항시북구,,관내사전투표,1196,3770,59,1,12,3,0,0,2,3,2,1
경상북도,포항시북구,,용흥동제1투,218,1094,21,0,8,1,0,0,5,0,1,0
경상북도,포항시북구,,용흥동제2투,182,637,25,0,16,0,0,1,1,1,0,0
경상북도,포항시북구,,용흥동제3투,195,710,8,0,7,0,0,0,2,0,0,0
경상북도,포항시북구,,용흥동제4투,269,898,15,0,9,0,0,0,1,1,1,2
경상북도,포항시북구,,용흥동제5투,366,1054,36,0,11,0,0,0,0,1,0,1
경상북도,포항시북구,,용흥동제6투,285,793,30,0,10,0,2,1,1,0,0,0
경상북도,포항시북구,,용흥동제7투,226,880,21,0,8,0,0,0,1,0,1,1
경상북도,포항시북구,,관내사전투표,2111,4935,157,6,29,4,0,2,1,6,1,2
경상북도,포항시북구,,우창동제1투,265,917,32,0,9,0,0,1,1,0,0,0
경상북도,포항시북구,,우창동제2투,213,860,28,0,19,0,0,3,4,1,0,1
경상북도,포항시북구,,우창동제3투,423,936,43,0,13,0,0,0,5,0,0,1
경상북도,포항시북구,,우창동제4투,203,692,25,0,14,0,0,0,1,0,1,0
경상북도,포항시북구,,우창동제5투,180,670,9,0,9,0,0,1,2,0,1,0
경상북도,포항시북구,,우창동제6투,189,805,15,0,9,0,1,0,1,0,1,0
경상북도,포항시북구,,우창동제7투,316,981,36,0,27,0,0,0,0,1,0,0
경상북도,포항시북구,,우창동제8투,490,1063,61,1,16,0,1,0,0,3,0,0
경상북도,포항시북구,,우창동제9투,598,1217,67,0,20,1,1,1,3,0,1,1
경상북도,포항시북구,,관내사전투표,1844,5615,118,3,42,0,1,0,1,1,2,1
경상북도,포항시북구,,두호동제1투,98,377,7,0,4,0,0,0,1,0,1,0
경상북도,포항시북구,,두호동제2투,165,653,18,0,11,0,2,0,1,1,0,0
경상북도,포항시북구,,두호동제3투,314,1127,42,0,10,0,0,2,1,1,0,0
경상북도,포항시북구,,두호동제4투,456,1412,50,0,28,0,0,2,2,0,0,0
경상북도,포항시북구,,두호동제5투,470,1560,53,0,20,0,0,2,2,0,0,0
경상북도,포항시북구,,두호동제6투,421,1180,43,0,8,0,0,0,1,0,0,1
경상북도,포항시북구,,관내사전투표,3835,7642,230,5,64,2,1,0,5,4,5,5
경상북도,포항시북구,,장량동제1투,236,719,18,0,8,0,0,0,0,1,0,0
경상북도,포항시북구,,장량동제2투,252,853,24,0,9,0,0,0,2,2,0,0
경상북도,포항시북구,,장량동제3투,327,775,32,1,10,0,0,1,0,1,0,0
경상북도,포항시북구,,장량동제4투,433,1200,40,0,25,0,0,2,1,0,0,0
경상북도,포항시북구,,장량동제5투,434,1094,35,0,18,2,0,0,2,1,0,0
경상북도,포항시북구,,장량동제6투,507,1402,40,0,5,0,0,2,0,1,1,1
경상북도,포항시북구,,장량동제7투,485,1296,44,3,24,1,0,0,2,2,2,1
경상북도,포항시북구,,장량동제8투,602,1155,53,0,20,0,0,1,2,1,0,0
경상북도,포항시북구,,장량동제9투,506,1137,56,0,15,0,0,0,2,2,0,0
경상북도,포항시북구,,장량동제10투,630,1323,56,0,7,0,1,1,2,1,0,0
경상북도,포항시북구,,장량동제11투,558,1236,46,0,23,0,0,0,2,2,2,0
경상북도,포항시북구,,장량동제12투,785,1594,62,0,8,0,0,0,2,0,0,1
경상북도,포항시북구,,장량동제13투,385,863,25,1,12,1,0,1,0,0,0,0
경상북도,포항시북구,,장량동제14투,522,1224,49,1,15,0,0,0,2,0,0,0
경상북도,포항시북구,,장량동제15투,465,1127,40,0,13,0,0,1,3,1,0,0
경상북도,포항시북구,,관내사전투표,949,2390,74,1,24,1,1,1,3,0,1,2
경상북도,포항시북구,,환여동제1투,63,263,6,0,11,0,0,0,1,0,1,0
경상북도,포항시북구,,환여동제2투,89,442,7,0,4,0,0,1,1,1,0,0
경상북도,포항시북구,,환여동제3투,510,1027,47,0,17,0,0,3,4,1,0,0
경상북도,포항시북구,,환여동제4투,158,377,12,0,8,0,0,0,1,0,0,0
경상북도,포항시남구,,관내사전투표,340,2193,31,4,15,0,0,0,3,3,6,1
경상북도,포항시남구,,구룡포읍제1투,141,930,8,2,3,0,1,1,0,1,1,2
경상북도,포항시남구,,구룡포읍제2투,78,452,4,1,3,0,0,0,2,0,0,3
